Document_ID,Country
1173,USA
1174,Australia
1174,Australia
1175,USA
1176,USA
1177,USA
1179,USA
1179,USA
1180,USA
1181,USA
1181,USA
1182,USA
1182,USA
1183,USA
1184,USA
1185,Norway
1186,USA
1187,Finland
1188,USA
1188,Edward
1188,Kathryn
1188,USA
1189,Israel
1190,USA
1191,USA
1191,Peoples R China
1192,Netherlands
1193,USA
1194,USA
1195,USA
1196,Israel
1196,Israel
1197,USA
1198,USA
1198,USA
1199,South Korea
1200,Germany
1201,Australia
1202,Netherlands
1204,Hong Kong
1205,UK
1206,Israel
1206,Canada
1207,Switzerland
1207,Switzerland
1208,Belgium
1209,USA
1210,Spain
1211,Poland
1211,Poland
1212,USA
1212,USA
1213,USA
1213,USA
1214,Canada
1214,Canada
1215,USA
1216,Peoples R China
1218,USA
1219,Israel
1219,USA
1220,USA
1221,USA
1222,USA
1223,Australia
1224,USA
1224,USA
1225,Australia
1226,USA
1226,USA
1227,USA
1228,Canada
1229,USA
1229,USA
1230,USA
1230,USA
1230,USA
1231,USA
1232,USA
1233,Denmark
1234,UK
1235,Netherlands
1236,UK
1237,UK
1238,UK
1239,UK
1240,UK
1240,UK
1241,Canada
1242,USA
1243,USA
1243,USA
1244,USA
1245,USA
1246,USA
1246,USA
1246,USA
1246,USA
1247,South Africa
1248,USA
1249,USA
1250,USA
1250,USA
1251,USA
1252,USA
1253,USA
1254,USA
1255,USA
1257,USA
1258,Australia
1259,USA
1260,USA
1261,USA
1262,USA
1262,USA
1262,USA
1263,USA
1264,USA
1265,USA
1266,USA
1267,USA
1268,USA
1269,USA
1269,USA
1270,Peoples R China
1271,USA
1272,USA
1273,Canada
1274,USA
1275,Hong Kong
1275,Australia
1276,Turkey
1277,USA
1277,USA
1277,USA
1278,Peoples R China
1279,South Africa
1279,South Africa
1280,Australia
1280,USA
1281,USA
1282,USA
1283,USA
1284,USA
1284,USA
1285,USA
1285,USA
1286,Norway
1286,Norway
1287,USA
1288,USA
1288,USA
1289,USA
1289,USA
1290,USA
1290,USA
1290,USA
1291,USA
1291,USA
1292,USA
1293,Singapore
1294,USA
1294,USA
1295,USA
1295,USA
1296,USA
1297,USA
1298,Japan
1299,USA
1300,USA
1300,USA
1301,USA
1302,USA
1303,Canada
1304,UK
1305,USA
1305,USA
1306,USA
1306,USA
1307,USA
1307,USA
1308,Australia
1309,USA
1310,USA
1311,USA
1312,USA
1312,USA
1313,USA
1313,USA
1313,USA
1314,Canada
1314,Canada
1314,Canada
1314,USA
1315,USA
1316,USA
1316,USA
1316,USA
1316,USA
1317,USA
1317,USA
1317,USA
1318,New Zealand
1319,Brazil
1319,Brazil
1320,USA
1320,USA
1321,USA
1322,USA
1323,USA
1324,USA
1324,USA
1325,USA
1325,USA
1325,USA
1325,USA
1326,USA
1326,USA
1327,USA
1327,USA
1327,USA
1328,Oman
1328,Australia
1328,USA
1329,USA
1329,USA
1330,USA
1331,Canada
1331,Canada
1332,UK
1332,UK
1333,USA
1334,Netherlands
1335,USA
1336,USA
1337,UK
1338,Canada
1339,USA
1340,USA
1341,USA
1341,USA
1342,South Africa
1343,USA
1343,USA
1343,USA
1344,USA
1344,USA
1345,USA
1345,USA
1346,USA
1347,USA
1348,USA
1349,USA
1350,USA
1351,Canada
1352,USA
1353,New Zealand
1354,Finland
1355,USA
1355,USA
1356,USA
1356,USA
1356,USA
1357,USA
1358,Spain
1359,UK
1360,USA
1361,USA
1361,USA
1361,USA
1362,USA
1363,USA
1364,USA
1365,USA
1366,Australia
1367,USA
1368,Kuwait
1368,USA
1369,USA
1369,USA
1370,South Africa
1370,South Africa
1371,Canada
1372,USA
1373,Israel
1374,USA
1374,USA
1374,USA
1375,Australia
1376,UK
1377,USA
1378,UK
1379,Belgium
1380,Croatia
1381,Belgium
1382,UK
1382,UK
1383,Italy
1384,Netherlands
1385,Spain
1386,Poland
1387,USA
1388,Belgium
1388,Belgium
1389,UK
1390,Canada
1391,Netherlands
1392,UK
1392,South Africa
1392,UK
1393,UK
1394,UK
1394,UK
1394,UK
1395,USA
1396,USA
1397,USA
1398,Canada
1399,USA
1400,USA
1400,USA
1400,USA
1401,UK
1402,USA
1403,Peoples R China
1404,USA
1405,USA
1405,USA
1406,New Zealand
1407,Spain
1408,Spain
1409,Spain
1410,Spain
1410,Spain
1411,Spain
1412,Spain
1413,Spain
1414,Spain
1415,Spain
1415,Spain
1416,Peoples R China
1417,USA
1417,Ireland
1418,USA
1419,USA
1419,USA
1420,UK
1421,USA
1422,USA
1422,USA
1422,USA
1423,USA
1424,Germany
1425,USA
1426,USA
1426,USA
1427,USA
1428,USA
1428,USA
1428,USA
1428,USA
1429,USA
1430,USA
1431,Australia
1431,Australia
1432,USA
1433,Australia
1434,USA
1434,USA
1435,UK
1436,USA
1436,USA
1437,USA
1437,USA
1438,USA
1438,USA
1439,USA
1440,Australia
1441,Netherlands
1441,USA
1442,USA
1442,USA
1442,UK
1443,USA
1444,USA
1445,USA
1446,USA
1446,USA
1447,Peoples R China
1447,Peoples R China
1448,USA
1449,Finland
1450,USA
1451,USA
1451,USA
1452,USA
1453,USA
1453,USA
1453,Australia
1454,USA
1454,USA
1455,USA
1456,USA
1456,USA
1456,USA
1458,USA
1459,Netherlands
1460,USA
1461,USA
1462,USA
1463,UK
1464,USA
1464,USA
1464,Russia
1465,USA
1465,UK
1466,USA
1467,UK
1468,USA
1468,USA
1469,USA
1469,USA
1470,UK
1471,USA
1472,USA
1472,USA
1473,USA
1474,USA
1475,USA
1476,UK
1476,UK
1477,USA
1478,Canada
1478,USA
1479,USA
1480,Australia
1480,Australia
1481,USA
1481,USA
1482,USA
1483,Australia
1484,USA
1485,USA
1486,UK
1487,USA
1487,USA
1488,USA
1489,New Zealand
1490,USA
1490,USA
1490,USA
1491,USA
1492,USA
1492,USA
1493,Australia
1493,Australia
1494,USA
1495,USA
1496,South Africa
1497,Australia
1498,USA
1499,USA
1499,USA
1500,Netherlands
1501,USA
1502,USA
1503,USA
1504,Netherlands
1504,Netherlands
1505,USA
1505,USA
1506,USA
1507,USA
1508,USA
1509,USA
1509,USA
1509,USA
1510,USA
1510,USA
1510,USA
1511,USA
1512,New Zealand
1513,Spain
1514,USA
1514,USA
1514,USA
1515,USA
1515,USA
1516,France
1517,USA
1518,USA
1518,USA
1519,USA
1519,USA
1520,USA
1521,USA
1522,USA
1523,USA
1524,USA
1525,Netherlands
1526,UK
1527,Mexico
1527,Spain
1528,Netherlands
1529,UK
1529,Spain
1530,Netherlands
1530,Netherlands
1531,Netherlands
1531,Netherlands
1533,New Zealand
1534,UK
1534,UK
1535,Estonia
1536,USA
1537,Germany
1538,New Zealand
1539,UK
1540,Spain
1540,Spain
1541,Philippines
1541,Spain
1542,Belgium
1543,Canada
1544,USA
1545,USA
1546,Sweden
1547,Singapore
1548,USA
1549,Australia
1550,USA
1550,USA
1550,USA
1550,Thailand
1550,USA
1550,Kuwait
1551,USA
1552,USA
1553,USA
1553,USA
1554,USA
1555,USA
1555,USA
1556,USA
1556,Canada
1557,USA
1557,USA
1558,Japan
1559,USA
1560,USA
1561,Japan
1562,USA
1563,Peoples R China
1564,USA
1564,USA
1565,USA
1566,USA
1567,Singapore
1568,Australia
1569,Trinidad Tobago
1570,USA
1571,New Zealand
1572,UK
1572,Australia
1573,USA
1574,USA
1574,USA
1575,Australia
1576,USA
1576,USA
1577,USA
1578,USA
1579,Netherlands
1580,USA
1581,USA
1582,Australia
1583,USA
1584,USA
1585,UK
1586,USA
1587,USA
1588,Spain
1589,USA
1589,USA
1589,USA
1590,USA
1591,Germany
1592,USA
1594,USA
1596,UK
1596,USA
1597,USA
1598,USA
1598,USA
1598,USA
1599,USA
1599,USA
1599,USA
1600,Netherlands
1600,Netherlands
1601,USA
1601,USA
1601,USA
1602,USA
1602,USA
1603,USA
1604,USA
1604,Germany
1605,France
1606,Spain
1607,Australia
1608,UK
1609,UK
1610,Finland
1611,Finland
1611,Finland
1612,Spain
1613,UK
1614,UK
1615,USA
1615,USA
1615,USA
1616,USA
1616,USA
1617,UK
1618,USA
1618,USA
1619,USA
1620,USA
1620,USA
1622,UK
1623,USA
1624,USA
1624,USA
1624,USA
1625,USA
1625,USA
1625,Kuwait
1625,Bosnia & Herceg
1626,USA
1627,USA
1628,Canada
1629,Canada
1630,USA
1631,USA
1632,USA
1632,USA
1632,Canada
1633,USA
1634,USA
1635,USA
1635,USA
1636,USA
1637,USA
1638,USA
1638,USA
1639,USA
1640,USA
1640,USA
1641,USA
1642,USA
1643,USA
1644,USA
1644,USA
1645,USA
1646,USA
1647,Australia
1648,USA
1648,USA
1649,Singapore
1650,USA
1651,USA
1652,USA
1653,Denmark
1654,USA
1655,USA
1656,Singapore
1657,Israel
1658,USA
1659,UK
1659,UK
1660,USA
1660,USA
1661,USA
1662,USA
1663,USA
1664,USA
1665,Indonesia
1665,Australia
1666,Netherlands
1667,USA
1667,USA
1667,Taiwan
1668,UK
1669,Germany
1670,USA
1671,UK
1672,USA
1672,USA
1672,USA
1673,USA
1674,India
1674,India
1676,USA
1677,USA
1678,USA
1679,USA
1680,USA
1681,USA
1682,USA
1683,USA
1684,USA
1685,USA
1686,UK
1686,UK
1687,USA
1688,USA
1689,Canada
1690,Australia
1690,Australia
1691,USA
1691,USA
1691,Canada
1692,USA
1692,USA
1693,UK
1694,USA
1695,Canada
1696,Australia
1697,USA
1698,USA
1699,USA
1699,USA
1700,USA
1701,Canada
1702,USA
1703,Turkey
1704,USA
1704,USA
1705,Australia
1705,Portugal
1705,Portugal
1705,South Africa
1706,USA
1707,Peoples R China
1707,Australia
1709,USA
1710,Canada
1710,Canada
1711,Canada
1711,Canada
1712,USA
1712,USA
1713,USA
1713,USA
1714,USA
1715,USA
1716,Taiwan
1717,USA
1717,USA
1718,Netherlands
1718,Australia
1719,Netherlands
1720,Turkey
1721,UK
1722,USA
1722,Spain
1723,USA
1723,USA
1724,USA
1725,USA
1726,USA
1727,USA
1728,USA
1729,USA
1730,UK
1730,USA
1731,Malaysia
1731,USA
1731,Singapore
1731,UK
1732,USA
1732,USA
1733,Canada
1734,USA
1735,USA
1735,USA
1736,USA
1737,USA
1737,USA
1737,USA
1738,USA
1739,USA
1739,Canada
1740,Peoples R China
1740,Peoples R China
1741,Norway
1742,USA
1743,Taiwan
1743,Taiwan
1744,USA
1745,USA
1746,Belgium
1746,Belgium
1746,Belgium
1747,USA
1748,Canada
1748,Canada
1749,USA
1749,USA
1750,Slovenia
1751,USA
1752,USA
1752,USA
1753,Canada
1754,Belgium
1754,Belgium
1754,Belgium
1755,USA
1756,Australia
1757,Taiwan
1758,Australia
1759,Canada
1760,Israel
1761,USA
1762,USA
1763,USA
1763,USA
1764,USA
1764,USA
1765,USA
1766,Switzerland
1767,Canada
1767,USA
1768,UK
1769,USA
1770,USA
1771,USA
1771,USA
1771,USA
1772,USA
1773,USA
1774,Australia
1775,UK
1776,USA
1776,Chile
1777,USA
1777,USA
1779,UK
1780,USA
1781,USA
1782,USA
1783,Canada
1783,Canada
1784,Taiwan
1784,Peoples R China
1785,USA
1786,USA
1787,USA
1788,USA
1789,USA
1790,New Zealand
1791,USA
1791,USA
1792,USA
1794,USA
1795,Taiwan
1796,USA
1797,USA
1798,New Zealand
1799,USA
1799,USA
1800,Canada
1800,Canada
1801,Canada
1802,USA
1802,India
1802,USA
1803,South Africa
1804,USA
1805,Netherlands
1806,Australia
1806,Singapore
1807,USA
1807,Norway
1808,USA
1809,USA
1810,USA
1811,USA
1811,USA
1812,USA
1812,Canada
1813,USA
1813,USA
1814,USA
1814,USA
1815,USA
1816,Australia
1817,USA
1817,USA
1817,USA
1818,USA
1819,USA
1819,USA
1819,USA
1820,India
1821,USA
1821,USA
1822,USA
1823,USA
1824,USA
1825,USA
1826,USA
1827,Australia
1828,USA
1828,USA
1829,Netherlands
1829,Netherlands
1830,Canada
1831,USA
1832,USA
1832,USA
1833,USA
1834,USA
1834,USA
1835,USA
1835,USA
1837,USA
1838,USA
1838,USA
1839,Australia
1839,Australia
1840,USA
1840,USA
1841,USA
1841,USA
1842,UK
1842,UK
1843,Canada
1844,USA
1845,USA
1846,USA
1847,USA
1848,Australia
1849,USA
1850,USA
1850,Brazil
1851,USA
1852,USA
1853,UK
1854,USA
1855,Australia
1857,USA
1857,USA
1858,USA
1859,Canada
1859,Canada
1860,Canada
1861,Canada
1862,South Africa
1862,South Africa
1863,Australia
1864,Brazil
1865,Mexico
1865,Mexico
1866,USA
1867,USA
1867,USA
1868,USA
1869,USA
1870,USA
1871,USA
1872,USA
1873,USA
1874,USA
1874,USA
1875,USA
1876,USA
1877,USA
1878,USA
1879,USA
1880,Canada
1881,USA
1881,USA
1882,Peoples R China
1883,USA
1883,USA
1884,USA
1884,USA
1885,Mexico
1886,USA
1888,USA
1888,USA
1889,USA
1890,USA
1891,USA
1891,USA
1892,Japan
1893,USA
1893,USA
1894,USA
1895,USA
1896,USA
1897,USA
1899,USA
1899,USA
1899,USA
1900,Spain
1901,UK
1902,USA
1902,USA
1902,USA
1903,Norway
1904,Germany
1905,Estonia
1906,UK
1906,UK
1907,Austria
1908,Spain
1909,Spain
1910,Canada
1910,Canada
1911,Estonia
1912,USA
1912,Netherlands
1913,UK
1914,Spain
1916,UK
1917,Spain
1917,Spain
1917,USA
1918,Spain
1918,France
1919,Netherlands
1920,Costa Rica
1920,Costa Rica
1920,Costa Rica
1921,Denmark
1922,Spain
1923,Italy
1923,Italy
1924,Colombia
1925,Canada
1926,USA
1926,USA
1927,USA
1928,USA
1928,USA
1929,Australia
1930,USA
1931,USA
1932,Canada
1932,Canada
1933,Canada
1934,Canada
1935,South Africa
1936,Canada
1936,UK
1936,UK
1937,Canada
1937,Canada
1938,Austria
1939,USA
1940,USA
1941,South Africa
1941,South Africa
1942,Canada
1943,Australia
1944,USA
1944,USA
1944,USA
1945,USA
1945,USA
1946,USA
1947,USA
1948,USA
1950,USA
1951,USA
1952,USA
1953,South Africa
1953,South Africa
1954,UK
1955,USA
1955,Iran
1956,USA
1956,USA
1956,USA
1957,USA
1957,USA
1958,USA
1958,USA
1959,USA
1960,USA
1960,USA
1961,Canada
1962,USA
1964,Peoples R China
1965,Turkey
1966,USA
1967,USA
1968,USA
1968,USA
1969,USA
1970,USA
1971,USA
1971,USA
1972,Australia
1973,USA
1973,USA
1974,USA
1974,USA
1975,UK
1976,USA
1977,USA
1978,USA
1978,USA
1979,Norway
1980,USA
1981,USA
1982,USA
1982,USA
1983,USA
1984,USA
1984,USA
1984,USA
1984,USA
1985,Taiwan
1985,USA
1985,Peoples R China
1985,Peoples R China
1986,USA
1987,Canada
1987,Netherlands
1988,Switzerland
1989,Netherlands
1989,Netherlands
1990,USA
1991,Spain
1991,Spain
1991,France
1992,USA
1992,USA
1992,USA
1993,USA
1993,USA
1993,USA
1994,USA
1994,USA
1995,USA
1996,Peoples R China
1996,Peoples R China
1997,USA
1998,USA
1998,USA
1998,USA
2000,UK
2001,USA
2002,USA
2002,CANADA
2005,USA
2005,USA
2008,USA
2009,USA
2009,USA
2018,USA
2022,USA
2025,USA
2030,UK
2034,USA
2035,USA
2037,USA
2037,USA
2040,USA
2040,USA
2045,USA
2048,USA
2050,USA
2053,USA
2055,USA
2059,UK
2062,NEW ZEALAND
2064,USA
2069,USA
2071,USA
2073,USA
2074,USA
2075,USA
2078,USA
2078,USA
2081,USA
2083,USA
2084,USA
2085,UK
2085,UK
2085,UK
2085,USA
2087,USA
2087,USA
2089,USA
2092,USA
2093,USA
2093,USA
2096,USA
2099,USA
2099,USA
2101,UK
2101,UK
2101,DENMARK
2106,USA
2110,USA
2113,USA
2115,USA
2117,USA
2124,INDIA
2125,USA
2126,USA
2127,USA
2130,USA
2131,USA
2135,USA
2136,USA
2139,USA
2139,USA
2141,USA
2144,USA
2147,GERMANY
2148,CANADA
2151,UK
2152,USA
2152,USA
2154,USA
2155,USA
2156,USA
2158,USA
2158,FRANCE
2159,USA
2159,USA
2160,USA
2161,USA
2161,USA
2162,USA
2165,USA
2165,USA
2173,USA
2175,USA
2175,USA
2180,USA
2183,CANADA
2184,USA
2184,USA
2186,USA
2187,USA
2187,USA
2188,USA
2188,NEW ZEALAND
2189,USA
2189,HONG KONG
2190,USA
2191,USA
2193,USA
2197,USA
2197,JAPAN
2197,USA
2197,USA
2202,USA
2209,USA
2209,USA
2210,USA
2211,USA
2212,USA
2213,USA
2214,USA
2215,USA
2215,USA
2216,USA
2217,Australia
2218,USA
2218,USA
2219,USA
2220,Sweden
2221,USA
2221,Canada
2222,UK
2222,USA
2223,USA
2224,USA
2225,USA
2225,USA
2225,USA
2225,USA
2226,Spain
2227,USA
2227,UK
2228,USA
2229,South Korea
2230,USA
2231,USA
2231,USA
2231,USA
2232,USA
2233,USA
2233,USA
2233,USA
2233,USA
2234,Australia
2234,Australia
2234,Australia
2235,Taiwan
2235,Taiwan
2236,USA
2237,USA
2238,Canada
2239,Peoples R China
2239,Peoples R China
2240,USA
2241,USA
2242,USA
2243,USA
2244,USA
2244,USA
2244,Croatia
2244,Croatia
2245,Peoples R China
2246,Malaysia
2247,Finland
2247,South Korea
2247,USA
2248,Peoples R China
2248,USA
2248,Peoples R China
2249,Peoples R China
2249,Peoples R China
2250,Peoples R China
2251,Germany
2251,Germany
2252,Peoples R China
2252,Peoples R China
2253,USA
2253,USA
2253,USA
2254,USA
2255,USA
2256,USA
2257,USA
2258,USA
2259,Canada
2260,USA
2261,USA
2262,USA
2263,USA
2263,USA
2263,USA
2264,USA
2265,USA
2265,USA
2265,USA
2265,USA
2266,USA
2267,USA
2267,USA
2267,USA
2267,USA
2268,USA
2268,USA
2268,USA
2269,USA
2270,Spain
2271,Spain
2272,USA
2272,USA
2273,Spain
2274,USA
2274,USA
2274,USA
2275,Spain
2276,USA
2277,USA
2277,USA
2278,USA
2278,USA
2279,Canada
2279,USA
2279,Canada
2280,USA
2280,USA
2281,USA
2281,USA
2282,USA
2283,USA
2283,USA
2284,USA
2285,Netherlands
2286,Netherlands
2287,Netherlands
2288,Finland
2288,Finland
2288,Finland
2289,UK
2290,UK
2291,Netherlands
2291,Netherlands
2292,UK
2293,UK
2294,Netherlands
2295,Netherlands
2295,Netherlands
2296,France
2297,USA
2298,Netherlands
2299,Spain
2300,Spain
2301,UK
2302,Belgium
2302,Belgium
2303,Netherlands
2304,Netherlands
2304,Belgium
2305,UK
2306,UK
2306,Germany
2307,UK
2308,Netherlands
2309,Netherlands
2310,USA
2311,Belgium
2311,Belgium
2313,Canada
2313,Australia
2314,Peoples R China
2314,USA
2315,UK
2315,UK
2316,New Zealand
2317,USA
2318,USA
2318,USA
2318,Taiwan
2319,Canada
2320,USA
2321,USA
2322,USA
2323,USA
2323,USA
2325,USA
2326,Australia
2326,Australia
2327,UK
2328,USA
2329,UK
2330,Peoples R China
2330,USA
2330,Peoples R China
2331,USA
2331,Norway
2332,USA
2333,USA
2334,Taiwan
2335,USA
2336,USA
2336,USA
2337,Canada
2337,Canada
2338,Australia
2338,Australia
2339,Australia
2340,USA
2341,Germany
2341,USA
2341,Luxembourg
2342,USA
2342,Peoples R China
2344,Peoples R China
2344,Peoples R China
2345,UK
2346,USA
2346,USA
2347,USA
2347,USA
2348,USA
2349,USA
2349,USA
2349,USA
2350,Portugal
2351,USA
2352,USA
2353,USA
2353,USA
2353,USA
2354,USA
2354,USA
2354,USA
2355,UK
2356,UK
2356,Germany
2357,UK
2358,Netherlands
2358,Netherlands
2359,Canada
2360,USA
2360,USA
2361,USA
2361,Netherlands
2362,USA
2363,India
2363,USA
2363,South Korea
2363,USA
2364,Canada
2365,USA
2366,USA
2367,USA
2367,USA
2368,Canada
2369,Peoples R China
2370,Australia
2371,South Africa
2372,USA
2373,USA
2374,USA
2375,USA
2376,Canada
2377,USA
2377,USA
2378,Canada
2378,USA
2378,Australia
2379,Denmark
2379,Australia
2380,USA
2380,USA
2381,USA
2381,USA
2382,USA
2383,USA
2384,Canada
2386,USA
2386,USA
2386,USA
2387,Canada
2387,Canada
2388,USA
2389,Spain
2390,Peoples R China
2390,Peoples R China
2391,Canada
2391,New Zealand
2392,Spain
2393,Australia
2394,Australia
2395,UK
2396,USA
2397,Sweden
2398,USA
2399,UK
2400,South Africa
2400,USA
2400,South Africa
2401,Netherlands
2402,Spain
2402,Spain
2402,Spain
2402,Spain
2403,UK
2403,Netherlands
2404,USA
2404,USA
2405,UK
2406,USA
2407,USA
2407,USA
2407,USA
2408,Czech Republic
2409,USA
2409,USA
2410,USA
2410,USA
2411,USA
2411,USA
2412,USA
2412,USA
2413,UK
2413,Canada
2414,USA
2414,USA
2414,USA
2415,USA
2416,USA
2416,USA
2417,USA
2417,Spain
2417,Spain
2418,Switzerland
2418,Switzerland
2418,Switzerland
2419,USA
2420,USA
2421,Peoples R China
2421,Australia
2422,USA
2423,Netherlands
2423,Netherlands
2423,Australia
2424,USA
2425,USA
2426,Finland
2427,USA
2427,Japan
2428,Taiwan
2428,Taiwan
2429,UK
2430,USA
2431,USA
2432,USA
2433,USA
2434,USA
2435,Netherlands
2437,USA
2438,USA
2439,USA
2440,USA
2440,USA
2441,USA
2442,USA
2443,Israel
2443,Israel
2444,India
2445,USA
2445,USA
2445,USA
2446,USA
2446,USA
2447,Canada
2447,USA
2448,Portugal
2449,USA
2449,USA
2449,USA
2450,USA
2451,Singapore
2451,Singapore
2452,USA
2452,USA
2453,Canada
